comment,label,comment_length,comment_cleaned
تعریف این شیرینی فروشی از ساندویچ با تعریف عموم خیلی فرق داره منطورشون از ساندویچ مینی ساندویچم نیست,0,100,تعریف این شیرینی فروشی از ساندویچ با تعریف عموم خیلی فرق داره منطورشون از ساندویچ مینی ساندویچم نیست
در توضیحات درخواست کردم تا حد امکان ران مرغ سوخاری ارسال کنند، اما کل ۱۶ تیکه سوخاری سینه بود! اصلا توضیحات سفارش رو توجه نمی‌کنند. مرغ بریان مثل همیشه عالی بود و سفارش خیلی زود تحویل شد.,0,187,در توضیحات درخواست کردم تا حد امکان ران مرغ سوخاری ارسال کنند اما کل  تیکه سوخاری سینه بود اصلا توضیحات سفارش رو توجه نمیکنند مرغ بریان مثل همیشه عالی بود و سفارش خیلی زود تحویل شد
بر خلاف دیگر پیتزاهای خوب باگت پیتزای بوقلمون بسیار بد مزه بود و تکه‌های بوقلمون مزه بد و کهنگی می‌داد,0,102,بر خلاف دیگر پیتزاهای خوب باگت پیتزای بوقلمون بسیار بد مزه بود و تکههای بوقلمون مزه بد و کهنگی میداد
مثله همیشه با کیفیت و تازه. امیدوارم‌کیفیت رو حفظ کنید همیشه,1,60,مثله همیشه با کیفیت و تازه امیدوارمکیفیت رو حفظ کنید همیشه
غذا یخ کرده تحویل داده شد,0,25,غذا یخ کرده تحویل داده شد
خوشمزه وکوچک. و اینکه اگر پیاده می‌رفتیم ۳۰ تیر زودتر به غذا می‌رسیدیم. با اینکه ساندویچ سرد بود زمان آماده سازی خیلی زیاد شده بود,1,130,خوشمزه وکوچک و اینکه اگر پیاده میرفتیم  تیر زودتر به غذا میرسیدیم با اینکه ساندویچ سرد بود زمان آماده سازی خیلی زیاد شده بود
تنوع نان را بیشتر کنید تشکر از ارسال عاجل,1,41,تنوع نان را بیشتر کنید تشکر از ارسال عاجل
کیفیت خوب نبود برنج خیلی و نپخته ا به قول آشپزها زنده بود کباب هم خوب نبود.,0,75,کیفیت خوب نبود برنج خیلی و نپخته ا به قول آشپزها زنده بود کباب هم خوب نبود
ممنون ولی حجم سیب‌زمینی نسبت به قیمتش کمه,1,41,ممنون ولی حجم سیبزمینی نسبت به قیمتش کمه
کوکی تیکه‌های شکلات ارسال نشد!,0,30,کوکی تیکههای شکلات ارسال نشد
برش‌های دونر کباب بیش از حد نازک بود اما مزه خوبی داشت,1,54,برشهای دونر کباب بیش از حد نازک بود اما مزه خوبی داشت
تمام اسمارتیزها داخلش له است!!! لطفا بررسی کنین ممنون,0,53,تمام اسمارتیزها داخلش له است لطفا بررسی کنین ممنون
خیلی ممنون همه چی عالیه فقط‌ای کاش ماست لاکتیویای کم‌چرب و محصولات گیاهی برند نوپرو مثل کباب لقمه و برگر گیاهی هم اضافه کنید چون سوسیس و کالباسهاش رو کمابیش دارید ولی کباب و برگر گیاهی جاش خالیه,1,194,خیلی ممنون همه چی عالیه فقطای کاش ماست لاکتیویای کمچرب و محصولات گیاهی برند نوپرو مثل کباب لقمه و برگر گیاهی هم اضافه کنید چون سوسیس و کالباسهاش رو کمابیش دارید ولی کباب و برگر گیاهی جاش خالیه
کیفیت غذا -بسته بندی -حجم-ارسال همه چیز در حد عالی بود. از یک رستوران چه توقع دیگی میشه داشت. من که مشتری ثابتتون هستم ولی باز هر دفعه میگم باید از شما تشکر کرد. سپاسگزارم,1,171,کیفیت غذا بسته بندی حجمارسال همه چیز در حد عالی بود از یک رستوران چه توقع دیگی میشه داشت من که مشتری ثابتتون هستم ولی باز هر دفعه میگم باید از شما تشکر کرد سپاسگزارم
من قبلا تو شعبه‌های دیگه پرپروک غذا خوردم واقعا کیفیت اینجا پایینه. همه چیز خیلی شدید طعم آویشن میده حتی سیب‌زمینی کنار مرغ و چیپس و پنیر!!! واقعا موقع خوردن غذا فکر می‌کنی فقط داری آویشن می‌خوری.,0,196,من قبلا تو شعبههای دیگه پرپروک غذا خوردم واقعا کیفیت اینجا پایینه همه چیز خیلی شدید طعم آویشن میده حتی سیبزمینی کنار مرغ و چیپس و پنیر واقعا موقع خوردن غذا فکر میکنی فقط داری آویشن میخوری
سالاد تاریخ بسته بندی نداشت. در حالیکه تاریخ انقضا داشت! حجم سیب‌زمینی تنوری و سالاد نسبت به قبل کمتر شده بود,1,109,سالاد تاریخ بسته بندی نداشت در حالیکه تاریخ انقضا داشت حجم سیبزمینی تنوری و سالاد نسبت به قبل کمتر شده بود
بی‌نهایت دیر آوردن,0,18,بینهایت دیر آوردن
جنس مورد نظر رو نداشتن جنس ارزان‌تر فرستادن بقیه پول رو هم ندادن,0,64,جنس مورد نظر رو نداشتن جنس ارزانتر فرستادن بقیه پول رو هم ندادن
پیتزا مارگاریتا خیلی خوشمزه بود. دلیوری سریع و خوب بود. امیدورام کیفیتش ثابت باشه و بشه رو ش حساب کرد,1,101,پیتزا مارگاریتا خیلی خوشمزه بود دلیوری سریع و خوب بود امیدورام کیفیتش ثابت باشه و بشه رو ش حساب کرد
آقا خوشمزه‌ی خوشمزه بود … راضی بودم واقعا از انتخاب مجددم,1,57,آقا خوشمزهی خوشمزه بود  راضی بودم واقعا از انتخاب مجددم
پیتزا سرد نون یه لایه پنیر چند تکه گوشت کوچیک شاید بوقلمون در کل خیلی بد، اولین و آخرین سفارش از باگت,0,101,پیتزا سرد نون یه لایه پنیر چند تکه گوشت کوچیک شاید بوقلمون در کل خیلی بد اولین و آخرین سفارش از باگت
سالاد سوئیسی ارسال نشده بود,1,27,سالاد سوئیسی ارسال نشده بود
حجم بسیار کم و قیمت بالا,0,24,حجم بسیار کم و قیمت بالا
مثل همیشه عالی. موفق باشین,1,26,مثل همیشه عالی موفق باشین
عالی بود. به سرعت نور بستنی‌ها رو به دستمون رسوندند و حسابی لذت بردیم. خیلی خوشمزه بود.,1,87,عالی بود به سرعت نور بستنیها رو به دستمون رسوندند و حسابی لذت بردیم خیلی خوشمزه بود
بیشتر ساندویچ کاهو بود تا ژامبون. خیلی متاسفم که از این جا سفارش دادم.,0,70,بیشتر ساندویچ کاهو بود تا ژامبون خیلی متاسفم که از این جا سفارش دادم
اصلا طعم جالبی نداشت …. پشیمونم …,0,33,اصلا طعم جالبی نداشت  پشیمونم
سیب‌زمینی ریخته بود توی پاکت و سس سیر هم کمی باز شده بود، همه چی روغنی شده بود و چرب!!!,0,87,سیبزمینی ریخته بود توی پاکت و سس سیر هم کمی باز شده بود همه چی روغنی شده بود و چرب
شکلات روی همه‌ی بسته‌ها اول آب‌شده و بعد سرد شده‌اند. در نتیجه همه‌ی بیسکوئیت‌ها به هم چسبیده‌اند و جدا نمی‌شوند، خرد می‌شوند.,0,126,شکلات روی همهی بستهها اول آبشده و بعد سرد شدهاند در نتیجه همهی بیسکوئیتها به هم چسبیدهاند و جدا نمیشوند خرد میشوند
هم داغ بود هم خوشمزه هم مناسب ۲ نفر,1,35,هم داغ بود هم خوشمزه هم مناسب  نفر
وقتی نمیتونید غذا گرم بفرستین سفارش قبول نکنید,0,46,وقتی نمیتونید غذا گرم بفرستین سفارش قبول نکنید
قارچ سوخاریش دقیقا ۵ تا دونه بود اصلا راضی نبودم از قارچی ک سفارش دادم ولی پیتزاش عالی بود,0,90,قارچ سوخاریش دقیقا  تا دونه بود اصلا راضی نبودم از قارچی ک سفارش دادم ولی پیتزاش عالی بود
همه چیز عالی بود فقط اینکه روی پیتزا تقریبا سوخته بود,1,53,همه چیز عالی بود فقط اینکه روی پیتزا تقریبا سوخته بود
چند بار از این رستوران سفارش داده‌ایم. ولی هر بار خیلی دیرتر از زمان تعیین‌شده غذا را تحویل داده‌اند. و ما مجبور شدیم که چند بار با پشتیبانی اسنپ تماس بگیریم,0,157,چند بار از این رستوران سفارش دادهایم ولی هر بار خیلی دیرتر از زمان تعیینشده غذا را تحویل دادهاند و ما مجبور شدیم که چند بار با پشتیبانی اسنپ تماس بگیریم
غذا و سیب‌زمینی سرد تحویل شد و با توجه به اینکه در دفتر کار وسیله‌ای برای گرم کردن نبود، تجربه بدی بود,0,102,غذا و سیبزمینی سرد تحویل شد و با توجه به اینکه در دفتر کار وسیلهای برای گرم کردن نبود تجربه بدی بود
غذا سرد تحویل شد. اصلا به قیمتش نمی‌ارزید.,0,42,غذا سرد تحویل شد اصلا به قیمتش نمیارزید
یک ماست کم فرستاده بودند.,1,25,یک ماست کم فرستاده بودند
کیفیت خیلی خوب شده ولی قیمت واقعا بالاست و حجم کم,0,49,کیفیت خیلی خوب شده ولی قیمت واقعا بالاست و حجم کم
بماند که سرد به دستمون رسید. اما پختش کامل نبود و خام بود توی دهن و اینکه حجم سیب‌زمینی وحشتناک کم شده. اصلا مثل قبلا نبود,0,122,بماند که سرد به دستمون رسید اما پختش کامل نبود و خام بود توی دهن و اینکه حجم سیبزمینی وحشتناک کم شده اصلا مثل قبلا نبود
غذاهای اسلامی همیشه خوبن، هم تمیز و هم پر حجم,1,45,غذاهای اسلامی همیشه خوبن هم تمیز و هم پر حجم
مثل همیشه کیفیتش خوب و خوشمزه فقط نمیدونم چرا سیب زمینی‌های ما توی باکس نبود,1,76,مثل همیشه کیفیتش خوب و خوشمزه فقط نمیدونم چرا سیب زمینیهای ما توی باکس نبود
من دوتا ساندویچ سفارش دادم ۱ عدد اومدوقیمت دوتا گرفته شد,0,56,من دوتا ساندویچ سفارش دادم  عدد اومدوقیمت دوتا گرفته شد
کیفیت غذا خوب بود اما پیک به شدت بی اعصاب بودند و با لحن بدی صحبت می‌کردند.,1,75,کیفیت غذا خوب بود اما پیک به شدت بی اعصاب بودند و با لحن بدی صحبت میکردند
خیلی عالی بود. سفارش من یکربع طول کشید آوردن. خیلی خوب بود. ممنون,1,65,خیلی عالی بود سفارش من یکربع طول کشید آوردن خیلی خوب بود ممنون
فقط خیلی طول کشید,1,17,فقط خیلی طول کشید
استریپس ۴ تکه فیله باید می‌بود که ۳ تا فرستادن! سیب‌زمینی هم ب شدت کم بود، خیلی با دفعه پیش ک گرفتم متفاوت بود,0,110,استریپس  تکه فیله باید میبود که  تا فرستادن سیبزمینی هم ب شدت کم بود خیلی با دفعه پیش ک گرفتم متفاوت بود
خیلی خوب و متفاوته، سسش یچیری تو مایه‌های سس پاستاس و خیلی خوشمزه س,1,67,خیلی خوب و متفاوته سسش یچیری تو مایههای سس پاستاس و خیلی خوشمزه س
غذاعالی و باکیفیت بود و ب موقع رسید,1,35,غذاعالی و باکیفیت بود و ب موقع رسید
یک ساعت و بیست دقیقه طول کشید و غذا سرد سرد به دستم رسید. آدرس اشتباه ثبت‌شده و هر بار پیک رستوران تماس می‌گیرد و من آدرس را می‌دهم!,0,132,یک ساعت و بیست دقیقه طول کشید و غذا سرد سرد به دستم رسید آدرس اشتباه ثبتشده و هر بار پیک رستوران تماس میگیرد و من آدرس را میدهم
کیک خیلی کوچیک و بیش از حد گرون بود و پر از خامه بود,0,52,کیک خیلی کوچیک و بیش از حد گرون بود و پر از خامه بود
بسیار تازه و خوشمزه، ممنون از شما …,1,35,بسیار تازه و خوشمزه ممنون از شما
همیشه ازشون غذا میگیرفتم خوبم بود ولی جدیدا خراب کردن خیلی بد من تو توضیحات نوشته بودم سوخته نباشه جوجه تمام سوخته بود واقعا متاسفم,0,131,همیشه ازشون غذا میگیرفتم خوبم بود ولی جدیدا خراب کردن خیلی بد من تو توضیحات نوشته بودم سوخته نباشه جوجه تمام سوخته بود واقعا متاسفم
به موقع و درست ممنونم,1,21,به موقع و درست ممنونم
مصداق بارز هرچقد پول بدی آش می‌خوری! با کیفیت و خوشمزه و تمیز و عالی، با قیمت بالا بنظرم منصفانه ست همه چی شیلا حرفه ای‌ترین فست فود زنجیره ایه که می‌شناسم,1,155,مصداق بارز هرچقد پول بدی آش میخوری با کیفیت و خوشمزه و تمیز و عالی با قیمت بالا بنظرم منصفانه ست همه چی شیلا حرفه ایترین فست فود زنجیره ایه که میشناسم
سوپ و نان سوپ عالی بود. سیب‌زمینی تنوری تازه نبود. در کل راضی بودیم. ممنون,1,74,سوپ و نان سوپ عالی بود سیبزمینی تنوری تازه نبود در کل راضی بودیم ممنون
سلام من پاک‌کننده سطوحactive سفارش دادم برام رافونه فرستادن چرابه‌انتخاب‌مشتری‌رومحترنمی‌شمارید؟,0,96,سلام من پاککننده سطوحactive سفارش دادم برام رافونه فرستادن چرابهانتخابمشتریرومحترنمیشمارید
فوق‌العاده خشک و بد,0,19,فوقالعاده خشک و بد
به اسم کیک بستنی تحویل گرفتم. اصلا کیکی نداشت,0,45,به اسم کیک بستنی تحویل گرفتم اصلا کیکی نداشت
خوشمزه و طبق معمول دیر,1,22,خوشمزه و طبق معمول دیر
پیتزا خوب نبود. سیب‌زمینی کیفیت بسیار پایینی داشت,0,49,پیتزا خوب نبود سیبزمینی کیفیت بسیار پایینی داشت
مثل همیشه تازه و خوب …..,1,24,مثل همیشه تازه و خوب
نمیشه دلیلی پیدا کرد که مجدد سفارش داد از این جا. همه چی بد بود.,0,64,نمیشه دلیلی پیدا کرد که مجدد سفارش داد از این جا همه چی بد بود
شیرینی‌ها خیلی کم بودند، ۹ تا دونه، همشونم له‌شده بودن، ابروم رفت جلو مهمونا,0,76,شیرینیها خیلی کم بودند  تا دونه همشونم لهشده بودن ابروم رفت جلو مهمونا
سرد سرد بود غذا,0,15,سرد سرد بود غذا
پیتزا خوشمزه بود ممنون ولی سیب‌زمینی خب هم سرد بود هم نرم.,1,58,پیتزا خوشمزه بود ممنون ولی سیبزمینی خب هم سرد بود هم نرم
کیفیت غذا خوب بود، خوش‌مزه و گرم و به موقع تحویل شد,1,51,کیفیت غذا خوب بود خوشمزه و گرم و به موقع تحویل شد
خیلی عالی ممنون فقط یکم سرد,1,27,خیلی عالی ممنون فقط یکم سرد
غذا مناسب بود.. ولی نوشابه با اینکه اسپرایت ثبت‌شده بود کوکا اوردند,1,67,غذا مناسب بود ولی نوشابه با اینکه اسپرایت ثبتشده بود کوکا اوردند
قبلا سیب‌زمینی اژدر عالی بود اما یک هفته خیلی بی‌کیفیت شده,0,58,قبلا سیبزمینی اژدر عالی بود اما یک هفته خیلی بیکیفیت شده
حجم غذا زیاد بود و طعم غذا رو هم دوست داشتم. ممنون,1,50,حجم غذا زیاد بود و طعم غذا رو هم دوست داشتم ممنون
بسیار خوشمزه و خوب,1,18,بسیار خوشمزه و خوب
کیفیت مرغش اصلا خوب نبود و بوی بدی هم می‌داد. کیفیت جوجه‌اش نسبت به مرغش بهتر بود,0,81,کیفیت مرغش اصلا خوب نبود و بوی بدی هم میداد کیفیت جوجهاش نسبت به مرغش بهتر بود
در پخت سیب‌زمینی دقت بیشتری لحاظ شود لطفا,1,41,در پخت سیبزمینی دقت بیشتری لحاظ شود لطفا
عالی بود گرم و دلچسب با عطر طعم دوست‌داشتنی ممنونم,1,50,عالی بود گرم و دلچسب با عطر طعم دوستداشتنی ممنونم
نان خامه‌ای اصلا کیفیت نداشت,0,28,نان خامهای اصلا کیفیت نداشت
غذا سرد و بسیار بی‌کیفیت و بد مزه بود، دیر رسید، چیپس و پنیر بسیار بسیار نازک و بسیار چرب که سوخته بود، متاسفم به خاطر پولی که دادم …,0,133,غذا سرد و بسیار بیکیفیت و بد مزه بود دیر رسید چیپس و پنیر بسیار بسیار نازک و بسیار چرب که سوخته بود متاسفم به خاطر پولی که دادم
استیک سفت بود. مثل همیشه تازه نبود,0,34,استیک سفت بود مثل همیشه تازه نبود
نون خیلی خیلی سفت بود. غذا مونده بود خیلی بد بوود,0,49,نون خیلی خیلی سفت بود غذا مونده بود خیلی بد بوود
نسبت به قیمت بد,0,15,نسبت به قیمت بد
به جای صابون ۳۰۰ گرمی صابون ۸۵ گرمی فرستادن اونم با یه رایحه دیگه,0,65,به جای صابون  گرمی صابون  گرمی فرستادن اونم با یه رایحه دیگه
اصلا فکر نمی‌کردم دیزی آنقدر ضعیف غذا سرد نان بیات,0,50,اصلا فکر نمیکردم دیزی آنقدر ضعیف غذا سرد نان بیات
بیشتر از این‌که برشته بشه نان سوخته بوده,0,40,بیشتر از اینکه برشته بشه نان سوخته بوده
طعم غذا عالی بود سرویس‌دهی خوب,1,30,طعم غذا عالی بود سرویسدهی خوب
حجم غذا داره هی کمتر میشه واقعا جای تاسف داره که شما هم گرون کنید هم غذا رو کوچک,0,80,حجم غذا داره هی کمتر میشه واقعا جای تاسف داره که شما هم گرون کنید هم غذا رو کوچک
غذای رستوران از لحاظ کیفیت ور سطح خوبی بود، فقط جوجه‌کباب مزه خاص و متفاوتی که مثلا بگی واو عجب چیزی بود مزه‌اش، رو به نظرم نداشت. ولی در کل خوب بود,1,148,غذای رستوران از لحاظ کیفیت ور سطح خوبی بود فقط جوجهکباب مزه خاص و متفاوتی که مثلا بگی واو عجب چیزی بود مزهاش رو به نظرم نداشت ولی در کل خوب بود
متاسفانه غذا کاملا سرد و ماسیده رسید و غیر قابل خوردن بود. لطفا اگر نمی‌توانید در زمان مناسب بفرستید سفارش قبول نکنید، ممنون.,0,125,متاسفانه غذا کاملا سرد و ماسیده رسید و غیر قابل خوردن بود لطفا اگر نمیتوانید در زمان مناسب بفرستید سفارش قبول نکنید ممنون
دفعه قبل این پیتزا رو تو یه شعبه دیگه سفارش داده بودم پنیر روش مثل عکس طلایی بود اما این بار نه. ولی هم زود سفارشم رسید و هم داغ داغ و خوشمزه. ممنون,1,148,دفعه قبل این پیتزا رو تو یه شعبه دیگه سفارش داده بودم پنیر روش مثل عکس طلایی بود اما این بار نه ولی هم زود سفارشم رسید و هم داغ داغ و خوشمزه ممنون
مزه‌ی آش مامانبزرگمو می‌داد.,1,28,مزهی آش مامانبزرگمو میداد
پاستا اصلا مزه نداشت جوری که من مجبور شدم سس سالاد بریزم روش که مزه بگیره و غذا بشدت خشک بود …,0,94,پاستا اصلا مزه نداشت جوری که من مجبور شدم سس سالاد بریزم روش که مزه بگیره و غذا بشدت خشک بود
یکمی برشته‌تر بود کاش,1,21,یکمی برشتهتر بود کاش
غذا یخ نوشابمونو که نیوردن پولشم ندادن غذا معلومه موندس داغ کردن,0,64,غذا یخ نوشابمونو که نیوردن پولشم ندادن غذا معلومه موندس داغ کردن
شیرینی‌اش عالیه تشکر,1,20,شیرینیاش عالیه تشکر
خیلی ممنونم ازتون همه چی عالی بود,1,33,خیلی ممنونم ازتون همه چی عالی بود
به نظر من این کیک برای ۴ نفر هست. نه ۶ تا ۸ نفر!!!!!!!,0,54,به نظر من این کیک برای  نفر هست نه  تا  نفر
خوب بود فقط امیدوارم تمیز بوده باشه و کرونایی نباشه.,1,52,خوب بود فقط امیدوارم تمیز بوده باشه و کرونایی نباشه
یه ورق فقط بیکن داخلش بود و بقیه‌ی ژامبون معمولی خشک بود حداقل این پولی و که می‌گیرید اگر می‌زنید بیکن انصاف داشته باشید بیکن بدین پول بکین می‌گیرید بعد توش ژامبون میذارید. جالبه,0,178,یه ورق فقط بیکن داخلش بود و بقیهی ژامبون معمولی خشک بود حداقل این پولی و که میگیرید اگر میزنید بیکن انصاف داشته باشید بیکن بدین پول بکین میگیرید بعد توش ژامبون میذارید جالبه
ترکیب ناپلئونی و نسکافه خیلی خوشمزه بود و طعم جدیدی داشت. برخورد پیک هم عالی بود,1,80,ترکیب ناپلئونی و نسکافه خیلی خوشمزه بود و طعم جدیدی داشت برخورد پیک هم عالی بود
خیلی سریع رسید.. مچکرم,1,22,خیلی سریع رسید مچکرم
مثل همیشه غذا کیفیت خوبی داشت,1,29,مثل همیشه غذا کیفیت خوبی داشت
پیتزا خمیر بود و اصلا کیفیت مناسبی نداشت,0,40,پیتزا خمیر بود و اصلا کیفیت مناسبی نداشت
پیتزا خوشمزه بود فقط چرا انقدر تند!!؟ اگه تندش نمی‌کردید عالی بود. سیب‌زمینی هم خوب بود ممنون,1,93,پیتزا خوشمزه بود فقط چرا انقدر تند اگه تندش نمیکردید عالی بود سیبزمینی هم خوب بود ممنون
غذا بسیار عالی بوود,1,19,غذا بسیار عالی بوود
قیمتش نسبت به کیفیتش مناسب بود,1,30,قیمتش نسبت به کیفیتش مناسب بود
به نسبت همبرگرها کیفیت متوسط,0,28,به نسبت همبرگرها کیفیت متوسط
چندین بار از این سوپر خرید کردم. همیشه بسیار سریع، منظم و مرتب به دستم رسوندن. مرسی از مدیریتشون و اسنپ,1,103,چندین بار از این سوپر خرید کردم همیشه بسیار سریع منظم و مرتب به دستم رسوندن مرسی از مدیریتشون و اسنپ
غذا بسیار سرد بود سس پنیر ماسیده بود نوشیدنی‌ها یخ‌زده بود و قابل شرب نبود در کل خیلی سفارش بدی بود,0,99,غذا بسیار سرد بود سس پنیر ماسیده بود نوشیدنیها یخزده بود و قابل شرب نبود در کل خیلی سفارش بدی بود
خوشمزه خوش‌رنگ گرم با اینکه فاصله زیاد بود و کم‌چرب وتوی فود پارتی هم که بود,1,76,خوشمزه خوشرنگ گرم با اینکه فاصله زیاد بود و کمچرب وتوی فود پارتی هم که بود
نان جو کهنه بود,0,15,نان جو کهنه بود
بعد از چندین بار سفارش همچنان با بهترین کیفیت,1,45,بعد از چندین بار سفارش همچنان با بهترین کیفیت
اول اینکه شور بود دوم با میکروسگوپ باید دنبال مرغ می‌گشتی تکهرهای کوشت هم ۳ عدد بسیار نازک روی پیتزا در مجموع اصلا پیشنهاد نمی‌شود,0,130,اول اینکه شور بود دوم با میکروسگوپ باید دنبال مرغ میگشتی تکهرهای کوشت هم  عدد بسیار نازک روی پیتزا در مجموع اصلا پیشنهاد نمیشود
فقط شیر بود … شیر موز خورما باید فوق‌العاده غلیظ بشه اما این فقط شیر بود و شکر زیاد,0,83,فقط شیر بود  شیر موز خورما باید فوقالعاده غلیظ بشه اما این فقط شیر بود و شکر زیاد
پیتزا نوستالژی خام بود و سوسیس‌ها اصلا پخته نشده بودند,1,54,پیتزا نوستالژی خام بود و سوسیسها اصلا پخته نشده بودند
همه چیز منظم و ارسال هم خوب بود. فقط خلال بادام را فراموش کردند,1,63,همه چیز منظم و ارسال هم خوب بود فقط خلال بادام را فراموش کردند
ساندویچ فلافل طعم عجیبی داشت و یه ترشی بدطعمی داشت که واقعا نتونستم ساندویچ رو بخورم. کاش این مزه ترشی رو به صورت سس جداگانه سرو کنید که اگر کسی دوست داشت به غذاش اضافه کنه,0,172,ساندویچ فلافل طعم عجیبی داشت و یه ترشی بدطعمی داشت که واقعا نتونستم ساندویچ رو بخورم کاش این مزه ترشی رو به صورت سس جداگانه سرو کنید که اگر کسی دوست داشت به غذاش اضافه کنه
مقدار سبزیجات موجود در پیتزا خیلی کم و پراکنده بود. بیشتر ترکیب نان و پنیر پیتزا بود و به نسبت این کیفیت قیمت بالایی داشت. اصلا راضی‌کننده نبود,0,143,مقدار سبزیجات موجود در پیتزا خیلی کم و پراکنده بود بیشتر ترکیب نان و پنیر پیتزا بود و به نسبت این کیفیت قیمت بالایی داشت اصلا راضیکننده نبود
هم کیفیت عالی بود و عالی هست هم سریع اوردن، واقعا مرسی که بعد گذشت این سالها همه چی مثله همیشه عالی و با کیفیته.,1,112,هم کیفیت عالی بود و عالی هست هم سریع اوردن واقعا مرسی که بعد گذشت این سالها همه چی مثله همیشه عالی و با کیفیته
سلام از اینگه مالیات و ارزش افزوده روی غذا گرفتند و با مسافت خیلی کم در حد نیم خیابون رو رایگان نیاوردند برای سفارش‌های بعدی دل‌چرکین شدم,1,137,سلام از اینگه مالیات و ارزش افزوده روی غذا گرفتند و با مسافت خیلی کم در حد نیم خیابون رو رایگان نیاوردند برای سفارشهای بعدی دلچرکین شدم
طعم غذا عالی بود، ولی یکم تاخیری داشت برای ارسال، ولی در کل عالی عالی بود,1,73,طعم غذا عالی بود ولی یکم تاخیری داشت برای ارسال ولی در کل عالی عالی بود
فقط یه کم سیب زمینی‌ها ریخته بودند بیرون. ولی در کل خوب بود. کیفیت و کمیت سیب‌زمینی هم خوب بود,0,94,فقط یه کم سیب زمینیها ریخته بودند بیرون ولی در کل خوب بود کیفیت و کمیت سیبزمینی هم خوب بود
خوشمزه و بسیار چرب!,1,19,خوشمزه و بسیار چرب
خیلی ممنون نان داغ و تازه، به موقع رسید,1,39,خیلی ممنون نان داغ و تازه به موقع رسید
نان سبزیجات و نان ساده در صبح جمعه بعد از یک هفته‌ی سخت کاری … بهترین حس بود. ممنون از شما و پیک بسیار خوبتون.,1,110,نان سبزیجات و نان ساده در صبح جمعه بعد از یک هفتهی سخت کاری  بهترین حس بود ممنون از شما و پیک بسیار خوبتون
کباب بی‌کیفیت بود,0,17,کباب بیکیفیت بود
غذا بسیار خشک و بی‌مزه بود.,0,27,غذا بسیار خشک و بیمزه بود
عالی بود. وقتی تحویل داد هنوز داغ بود. ممنون,1,44,عالی بود وقتی تحویل داد هنوز داغ بود ممنون
آشپز ظرف زرد چوبه رو خالی کرده بود تو لازانیا فقط طعم زردچوبه بود نصف بیشتر شو نتونستیم بخوریم,0,94,آشپز ظرف زرد چوبه رو خالی کرده بود تو لازانیا فقط طعم زردچوبه بود نصف بیشتر شو نتونستیم بخوریم
پیتزا کاملا سرد بود. خواهشمندم حتما رسیدگی کنید و دیگر غذای سرد درب منزل کسی نبرید,1,82,پیتزا کاملا سرد بود خواهشمندم حتما رسیدگی کنید و دیگر غذای سرد درب منزل کسی نبرید
اصلا جالب نبود از زیگ زاگ بعید بود به جای پیتزا امریکاایی بنویسید پیتزا با نان باگت بهتره، در واقع خمیر به شکل خمیر پیتزا نبود عین باگت بود,0,139,اصلا جالب نبود از زیگ زاگ بعید بود به جای پیتزا امریکاایی بنویسید پیتزا با نان باگت بهتره در واقع خمیر به شکل خمیر پیتزا نبود عین باگت بود
غذا اشتباهی آورده شد!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,65,غذا اشتباهی آورده شد
آبمیوه سن ایچ آناناس سفارش دادم نکتار انبه تکدانه ارسال شد,0,58,آبمیوه سن ایچ آناناس سفارش دادم نکتار انبه تکدانه ارسال شد
پیاز داغی که روی سیب‌زمینی میریزن مزه اصلیش رو عوض میکنه و خیلی خوشایند نیست به نظرم,1,84,پیاز داغی که روی سیبزمینی میریزن مزه اصلیش رو عوض میکنه و خیلی خوشایند نیست به نظرم
بیش از حد برشته شده بود و تقریبا سوخته بود,0,42,بیش از حد برشته شده بود و تقریبا سوخته بود
سالاد کلم توی منو بود ولی ارسال نشده بود، کیفیت مرغ سوخاری به قدری بد بود که قابل خوردن نبود، از سه تکه فقط یک تکه خوردم و بقیه رو ریختم دور، واقعا چطور میتونن همچین غذایی رو دست مشتری بدن؟,0,189,سالاد کلم توی منو بود ولی ارسال نشده بود کیفیت مرغ سوخاری به قدری بد بود که قابل خوردن نبود از سه تکه فقط یک تکه خوردم و بقیه رو ریختم دور واقعا چطور میتونن همچین غذایی رو دست مشتری بدن
دستتون دردنکنه. خیلی ممنون از اسنپ اکسپرس که تو این هوای بارونی سریع سفارش رو آورد. عالی …,1,90,دستتون دردنکنه خیلی ممنون از اسنپ اکسپرس که تو این هوای بارونی سریع سفارش رو آورد عالی
خوب بود، فقط به نظرم در هنگام وزن کردن باید دقت بیشتری بشه، متشکرم,1,66,خوب بود فقط به نظرم در هنگام وزن کردن باید دقت بیشتری بشه متشکرم
پودر لباسشویی ۴ ٫ ۲۰۰ کیلوگرمی به جاش نیم کیلویی فرستادن بادام‌زمینی ۷۰ گرمی به جاش ۳۵ گرمی فرستادن آدامس نعنایی به جاش دارچینی فرستادن تون ماهی پ-ن- به جاش دریان دشت فرستادن,0,174,پودر لباسشویی    کیلوگرمی به جاش نیم کیلویی فرستادن بادامزمینی  گرمی به جاش  گرمی فرستادن آدامس نعنایی به جاش دارچینی فرستادن تون ماهی پن به جاش دریان دشت فرستادن
