comment,label,comment_length,comment_cleaned
حجم غذا بسیار کم شده نسبت به قیمت,1,33,حجم غذا بسیار کم شده نسبت به قیمت
موهیتو بسیار تلخ بود، اصلا قابل خوردن نبود کلا ریختم دور,0,56,موهیتو بسیار تلخ بود اصلا قابل خوردن نبود کلا ریختم دور
برای اولین بار خرید کردم و دمتون گرم؛ دم واحدم تحویل گرفتم، سر وقت بی چک و چونه! عالی … و ممنون!,1,96,برای اولین بار خرید کردم و دمتون گرم دم واحدم تحویل گرفتم سر وقت بی چک و چونه عالی  و ممنون
غذا با دسته‌بندی بسیار بد و غذا سرد به دست من رسید بعد از یک ساعت البته,0,71,غذا با دستهبندی بسیار بد و غذا سرد به دست من رسید بعد از یک ساعت البته
متاسفانه شیرینی تازه نبود و سفت شده بود,0,39,متاسفانه شیرینی تازه نبود و سفت شده بود
به جای هات باگ مرگز رست‌بیف!! گذاشته بودید! متاسفانه,0,52,به جای هات باگ مرگز رستبیف گذاشته بودید متاسفانه
خیلی شیرینی بی‌کیفیت بود آبروم رفت,0,34,خیلی شیرینی بیکیفیت بود آبروم رفت
خیلی خوب بود تشکر,1,17,خیلی خوب بود تشکر
تعداد سفارش اشتباه ارسال شد. کیفیت میکادو داغان در حدی که تا حالا این مدلی ندیده بودم. متاسفم از این خرید,0,105,تعداد سفارش اشتباه ارسال شد کیفیت میکادو داغان در حدی که تا حالا این مدلی ندیده بودم متاسفم از این خرید
مرغ خیلی کوچیک بود بیشتر پوست بود. اب خورشت جدا هم ریخته بود تو ظرف. ولی برنجش خوب بود,0,86,مرغ خیلی کوچیک بود بیشتر پوست بود اب خورشت جدا هم ریخته بود تو ظرف ولی برنجش خوب بود
با سلام و خسته نباشید، واقعا عالی بود ممنون,1,43,با سلام و خسته نباشید واقعا عالی بود ممنون
مرسی از ارسال منتهی یه نون اضافه گذاشتین میخواید بگید پیک بیاد بگیره. سپاس,1,74,مرسی از ارسال منتهی یه نون اضافه گذاشتین میخواید بگید پیک بیاد بگیره سپاس
هزارتومن برای این حجم از غذا، اصلا توجیه نداشت,0,46,هزارتومن برای این حجم از غذا اصلا توجیه نداشت
اگه به پیک تون فشار میاد ۳ طبقه بیاد بالا غذا بیرون بر نفرستین معنی نداره یه پیک قیافه بگیره من که دیگه از شما غذا نمی‌گیرم با این پیکتون,0,137,اگه به پیک تون فشار میاد  طبقه بیاد بالا غذا بیرون بر نفرستین معنی نداره یه پیک قیافه بگیره من که دیگه از شما غذا نمیگیرم با این پیکتون
ما اژدر رو روست داریم فقط این سری همه‌اش قارج بود,1,49,ما اژدر رو روست داریم فقط این سری همهاش قارج بود
سلام = پیتزا سفارشی من خیلی به موقع و زودتر از انتظار رسید. غذا هم واقعا عالی و خوشمزه بود. از مدیر محترم و بروبچه‌های سیب خیلی خیلی خیلی تشکر می‌کنم. پیروزو موفق باشید.,1,169,سلام  پیتزا سفارشی من خیلی به موقع و زودتر از انتظار رسید غذا هم واقعا عالی و خوشمزه بود از مدیر محترم و بروبچههای سیب خیلی خیلی خیلی تشکر میکنم پیروزو موفق باشید
بسیار بدمزه بود. ۲ پرس سفارش دادم ب محض چشیدن ریختم دور,0,55,بسیار بدمزه بود  پرس سفارش دادم ب محض چشیدن ریختم دور
شیرینیش تازه و خوشمزه بود به موقع هم رسید,1,41,شیرینیش تازه و خوشمزه بود به موقع هم رسید
بسیار بد و بیخود,0,16,بسیار بد و بیخود
شیرینی‌ها فوق‌العاده تازه و خوشمزه و خیلی زود به دستمان رسید و برخورد پیک هم خیلی خوب بود از این بعد از روژه سفارش میدیم,1,120,شیرینیها فوقالعاده تازه و خوشمزه و خیلی زود به دستمان رسید و برخورد پیک هم خیلی خوب بود از این بعد از روژه سفارش میدیم
فقط من سیب‌زمینی ویژه سفارش دادم ولی سیب‌زمینی معمولی ارسال شد,1,62,فقط من سیبزمینی ویژه سفارش دادم ولی سیبزمینی معمولی ارسال شد
سلام خیلی خوشمزه بود بخصوص طعم کنجد رو خیلی دوست داشتم اما به جای پسته درسته از پودر استفاده کرده بودن که این خودش یک امتیاز منفیه برای همین ۴ ستاره دادم,1,153,سلام خیلی خوشمزه بود بخصوص طعم کنجد رو خیلی دوست داشتم اما به جای پسته درسته از پودر استفاده کرده بودن که این خودش یک امتیاز منفیه برای همین  ستاره دادم
خیلی طول کشید تا غذا رسید. مرغ سوخاری نپخته بود.,0,48,خیلی طول کشید تا غذا رسید مرغ سوخاری نپخته بود
مثل همیشه عالی بود فقط سیب‌زمینی سرخ‌کرده کمی نرم و بدون مزه است,1,64,مثل همیشه عالی بود فقط سیبزمینی سرخکرده کمی نرم و بدون مزه است
سالاد میوه تازه و خوب بود ولی از لحاظ قیمت با توجه به حجمش اصلا نمیارزه.,1,72,سالاد میوه تازه و خوب بود ولی از لحاظ قیمت با توجه به حجمش اصلا نمیارزه
خیلی خوب بود اما، اماخیلی دیر رسید,1,34,خیلی خوب بود اما اماخیلی دیر رسید
سلام، آقا این عکسهایی که گذاشتین کجا، این شیرینی‌هایی که فرستادین کجا!!! اصلا ربطی به هم نداشتن، همه شیرینی‌ها تو جعبه به هم ریخته و نامنظم بود,0,143,سلام آقا این عکسهایی که گذاشتین کجا این شیرینیهایی که فرستادین کجا اصلا ربطی به هم نداشتن همه شیرینیها تو جعبه به هم ریخته و نامنظم بود
غذا کاملا یخ بود. پیتزای پپرونی بقدری هالوپ-ن- داشت که از تندی یه تلخی رفته بود. پوره سیب زمینیش خوشمزه بود,0,107,غذا کاملا یخ بود پیتزای پپرونی بقدری هالوپن داشت که از تندی یه تلخی رفته بود پوره سیب زمینیش خوشمزه بود
این بار خیلی ترش بود,1,20,این بار خیلی ترش بود
عالی فقط قاشق چنگال پلاستیکی هم بذارید که می‌خوایم یا نه هم بهترین میشه,1,71,عالی فقط قاشق چنگال پلاستیکی هم بذارید که میخوایم یا نه هم بهترین میشه
نودل پولو خوشمزه نبود من دوس نداشتم,1,35,نودل پولو خوشمزه نبود من دوس نداشتم
از غذا راضی بودم کاملا، هم مقدار و هم طعم ماهی و سس خیلی خوب بود. برخورد پیک هم از دفعه قبلی که سفارش داده بودم خیلی بهتر بود.,1,126,از غذا راضی بودم کاملا هم مقدار و هم طعم ماهی و سس خیلی خوب بود برخورد پیک هم از دفعه قبلی که سفارش داده بودم خیلی بهتر بود
کباب برگ و کوبیده اصلا خوب نبود و طعم نداشت. قیمه عالی بود.,0,59,کباب برگ و کوبیده اصلا خوب نبود و طعم نداشت قیمه عالی بود
کمی بسته‌بندی می‌تونست شکیل‌تر باشه,1,35,کمی بستهبندی میتونست شکیلتر باشه
کوبیده معمولی بود و جوجه‌کباب خیلی بد! بوی ضخم می‌داد..,0,55,کوبیده معمولی بود و جوجهکباب خیلی بد بوی ضخم میداد
قرمه سبزی بسیار بی‌مزه بدون هیچ طعمی بدون نمک، بدون آبلیمو، بدون لعاب انگار سبزی و گوشت را با آب پخته باشند واقعا راضی نبودم,0,124,قرمه سبزی بسیار بیمزه بدون هیچ طعمی بدون نمک بدون آبلیمو بدون لعاب انگار سبزی و گوشت را با آب پخته باشند واقعا راضی نبودم
ممنون از شیلا بابت غذای خوب و پیگیری اشتباه پیش‌آمده در سفارش قبل.,1,66,ممنون از شیلا بابت غذای خوب و پیگیری اشتباه پیشآمده در سفارش قبل
من چایی سیاه زعفرانی سفارش داده بودم و برای من چای سبز ارسال‌شده,0,64,من چایی سیاه زعفرانی سفارش داده بودم و برای من چای سبز ارسالشده
دیزی کاملا سرد بود,0,18,دیزی کاملا سرد بود
مرغ خیلی عالی بود هم از نظر حجم هم سوخاری‌شدنش ولی سس قارچ خیلی کم بود در کل طعم خوبی داشت,1,90,مرغ خیلی عالی بود هم از نظر حجم هم سوخاریشدنش ولی سس قارچ خیلی کم بود در کل طعم خوبی داشت
به جای سن ایچ یه مارک متفرقه با یه طعم دیگه فرستاده. آخه چرا؟,0,61,به جای سن ایچ یه مارک متفرقه با یه طعم دیگه فرستاده آخه چرا
تارت میوه ایی سفارش دادم به جاش تارت مربایی فرستادن,0,51,تارت میوه ایی سفارش دادم به جاش تارت مربایی فرستادن
تشکر از شما بابت غذاهای خوشمزه تون تشکر ویژه از پیک خوش‌برخورد و بسیار مودب,1,75,تشکر از شما بابت غذاهای خوشمزه تون تشکر ویژه از پیک خوشبرخورد و بسیار مودب
خیلی عالی و خوب.. کیفیت فوق‌العاده طعم فوق‌العاده دورچین عالی همه چیز عالی عالی لطفا کیفیت رو حفظ کنید,1,102,خیلی عالی و خوب کیفیت فوقالعاده طعم فوقالعاده دورچین عالی همه چیز عالی عالی لطفا کیفیت رو حفظ کنید
کاش عکس‌های واقعی‌تری برای کیک هاتون میزاشتین کلا قالبش یکی بود,0,63,کاش عکسهای واقعیتری برای کیک هاتون میزاشتین کلا قالبش یکی بود
حجم ساندویچ‌ها نسبت به قبل کوچک‌شده و راضی‌کننده نیست,0,53,حجم ساندویچها نسبت به قبل کوچکشده و راضیکننده نیست
پنیر تولید ۱۵ / ۱۱ / ۹۸ بوده و تا ۱۵ / ۱ / ۹۹ وقت داره. لطفا به تاریخ جنس ارسالی تون نگاه کنین و ترجیحا به روز‌تر سفارش و تحویل بدین.,1,133,پنیر تولید      بوده و تا      وقت داره لطفا به تاریخ جنس ارسالی تون نگاه کنین و ترجیحا به روزتر سفارش و تحویل بدین
برنجش بد بود … مرغشم سفت بود انگار غذای مونده فرستادن,0,53,برنجش بد بود  مرغشم سفت بود انگار غذای مونده فرستادن
کیفیت غذا اصلا خوب نبود من پیتزا استیک خوردم پنیر بود فقط بعدم طعمش کلا خوب نبود,0,80,کیفیت غذا اصلا خوب نبود من پیتزا استیک خوردم پنیر بود فقط بعدم طعمش کلا خوب نبود
پیک خیلی سریع غذارو آورد ولی سرد بود معلومه از رستوران سرد ارسال‌شده. بی‌مزه و کم گوشت سالاد سزار خوب بود ولی نسبت به حجم کمش گرون بود.,0,135,پیک خیلی سریع غذارو آورد ولی سرد بود معلومه از رستوران سرد ارسالشده بیمزه و کم گوشت سالاد سزار خوب بود ولی نسبت به حجم کمش گرون بود
خیلی سریع و گرم رسید. ممنونم.,1,29,خیلی سریع و گرم رسید ممنونم
مثل همیشه طعم عالی و فوق‌العاده بود و خیلی زود هم به دستم رسید پیتزا سیب واقعا عالیه درضمن کاملا غذا گرم و خوشمزه بود,1,117,مثل همیشه طعم عالی و فوقالعاده بود و خیلی زود هم به دستم رسید پیتزا سیب واقعا عالیه درضمن کاملا غذا گرم و خوشمزه بود
تارت میوه فقط از دو مدل بود,1,27,تارت میوه فقط از دو مدل بود
طعم مرغ و برنجشون عالی بود وچیزهایی که کنارش گذاشته بودن خیلی خوب بود اما اگه کمی آب مرغ بیشتر داشت خیلی عالی می‌شد و واقعا بهشون خداقوت میگم,1,141,طعم مرغ و برنجشون عالی بود وچیزهایی که کنارش گذاشته بودن خیلی خوب بود اما اگه کمی آب مرغ بیشتر داشت خیلی عالی میشد و واقعا بهشون خداقوت میگم
مینویسن کیک یزدی نیم کیلو حدودا ۱۶ عدد ولی ۱۱ عدد ارسال میشه.,0,61,مینویسن کیک یزدی نیم کیلو حدودا  عدد ولی  عدد ارسال میشه
تعدادی اب و نوشابه سفارش داده‌شده بود که نیازمند استفاده از یک بگ پلاستیکی برای جابجایی بود ولیکن در وضعیت خیلی نامناسب و بسته بندی پاره تحویل داده شد.,0,151,تعدادی اب و نوشابه سفارش دادهشده بود که نیازمند استفاده از یک بگ پلاستیکی برای جابجایی بود ولیکن در وضعیت خیلی نامناسب و بسته بندی پاره تحویل داده شد
من دستم خورد وگرنه از این رستوران خیلی راضی بودم فقط کاش میزان فلفل کباب فلفلی کمتر باشه وگرنه کیفیت عالی بود، همه چی عالی بود,0,126,من دستم خورد وگرنه از این رستوران خیلی راضی بودم فقط کاش میزان فلفل کباب فلفلی کمتر باشه وگرنه کیفیت عالی بود همه چی عالی بود
ساندویچ خوب بود فقط من درخواست داده بودم پنیرش بیشتر باشه که فکر کنم اصلا پنیر نداشت. ولی در کل نان و کیفیت ساندویچ خوب بود.,1,124,ساندویچ خوب بود فقط من درخواست داده بودم پنیرش بیشتر باشه که فکر کنم اصلا پنیر نداشت ولی در کل نان و کیفیت ساندویچ خوب بود
متاسفانه معمولی بود این دفعه,1,28,متاسفانه معمولی بود این دفعه
شیرینی خوب و تازه بود و پیک هم سر وقت رسید و برخورد بسیار خوبی داشت. ممنون,1,74,شیرینی خوب و تازه بود و پیک هم سر وقت رسید و برخورد بسیار خوبی داشت ممنون
برنج واقعا بی‌کیفیت بود و حجم غذا نسبت به قیمت خیلی کم بود,0,58,برنج واقعا بیکیفیت بود و حجم غذا نسبت به قیمت خیلی کم بود
بسیار عالی و سریع و تمیز,1,24,بسیار عالی و سریع و تمیز
سوخاری و ساندویچ شور بوده و نمک خیلی زیادی داشت.,0,48,سوخاری و ساندویچ شور بوده و نمک خیلی زیادی داشت
متاسفانه سیب‌زمینی سیاه شده بود و به نظر تازه نمیامد.,1,53,متاسفانه سیبزمینی سیاه شده بود و به نظر تازه نمیامد
غذاهای اینجا واقعا خوبه ولی دفعه اخر ک حرید کردم مث همیشه نبود. فک کنم اشپز عوض شده چون همیشه عالی بود هم از نظر کیفیت هم از نظر حجم. پیگیری کنید لطفا ک کیفیت پایین نیاد حیفه,1,174,غذاهای اینجا واقعا خوبه ولی دفعه اخر ک حرید کردم مث همیشه نبود فک کنم اشپز عوض شده چون همیشه عالی بود هم از نظر کیفیت هم از نظر حجم پیگیری کنید لطفا ک کیفیت پایین نیاد حیفه
خوش‌طعم و تازه بود ولی کم بود ارزش ۱۶ تومن رو نداره لطفا کمترش کنید مشتر بشیم,1,77,خوشطعم و تازه بود ولی کم بود ارزش  تومن رو نداره لطفا کمترش کنید مشتر بشیم
نون زیر پیتزا سوخاری‌تر باشه با توجه به اینکه کل پیتزا نرم و آبکی بود. تکه مرغ رو هم کلی گشتیم دو تکه ریز داشت,0,110,نون زیر پیتزا سوخاریتر باشه با توجه به اینکه کل پیتزا نرم و آبکی بود تکه مرغ رو هم کلی گشتیم دو تکه ریز داشت
واقعا هفتاد هزار تومن واسه این یکی و نصف ساندویچ خیلی بالاست,0,60,واقعا هفتاد هزار تومن واسه این یکی و نصف ساندویچ خیلی بالاست
کاملا ناراضی. غیر قابل خوردن.,0,29,کاملا ناراضی غیر قابل خوردن
در پذیرش سفارش خیلی تاخیر بود و دیر هم آوردن,0,44,در پذیرش سفارش خیلی تاخیر بود و دیر هم آوردن
سلام. من سفارش دو پرس سیب‌زمینی دادم فقط یک پرس آوردن.,0,54,سلام من سفارش دو پرس سیبزمینی دادم فقط یک پرس آوردن
به موقع تحویل شد خوب بود,0,24,به موقع تحویل شد خوب بود
با اینکه خیلی نزدیک بود ولی خیلی طول کشید تا به پیک تحویل بدن,0,61,با اینکه خیلی نزدیک بود ولی خیلی طول کشید تا به پیک تحویل بدن
سالادتون حرف نداره خوشمزه و تازه! فقط کاش اسنپ کامنتارو پاک نمی‌کرد هر موقع ناراضی بودم نظرم گذاشته نشده,1,104,سالادتون حرف نداره خوشمزه و تازه فقط کاش اسنپ کامنتارو پاک نمیکرد هر موقع ناراضی بودم نظرم گذاشته نشده
با سلام زمان تحویل بسیار خوب بود ولی خامه‌ای که برای من فرستادن یه روز به تاریخ انقضاش مونده.,0,93,با سلام زمان تحویل بسیار خوب بود ولی خامهای که برای من فرستادن یه روز به تاریخ انقضاش مونده
دور نون کاملا سوخته بود,0,23,دور نون کاملا سوخته بود
با توجه به قیمت غذا کیفیت و حجم غذا مثل همیشه نبود,0,50,با توجه به قیمت غذا کیفیت و حجم غذا مثل همیشه نبود
ساندویچ الویه خیلی خوش‌طعم و خوب بود ممنونم,0,43,ساندویچ الویه خیلی خوشطعم و خوب بود ممنونم
به موقع رسید ولی پیتزا با توجه به قیمتش هیچی نداشت فقط خمیر بود با دو سه تا سوسیس و کالباس. در حالی که قیمتش نزدیک ۵۰ تومن بود.,1,127,به موقع رسید ولی پیتزا با توجه به قیمتش هیچی نداشت فقط خمیر بود با دو سه تا سوسیس و کالباس در حالی که قیمتش نزدیک  تومن بود
سلام فکر کنم قاشق و چنگال خیلی وقته اختراع‌شده مجبور شدم با دست غذا بخورم,1,73,سلام فکر کنم قاشق و چنگال خیلی وقته اختراعشده مجبور شدم با دست غذا بخورم
با کیفیت، حجیم، تحویل سریع، دمای مناسب زمان تحویل، قیمت مناسب، پیک مودب، رعایت اصول بهداشتی و کروناستیزی,1,104,با کیفیت حجیم تحویل سریع دمای مناسب زمان تحویل قیمت مناسب پیک مودب رعایت اصول بهداشتی و کروناستیزی
غذا خیلی سرد بود و پیتزا نسبت به قبل خیلی افت ورده بود و پنیر پیتزا مزه‌ی خوبی نمی‌داد اصلا,0,91,غذا خیلی سرد بود و پیتزا نسبت به قبل خیلی افت ورده بود و پنیر پیتزا مزهی خوبی نمیداد اصلا
خورشت می‌بایست ۷۰ گرم گوشت طبق توضیحات می‌داشت چیزی که بنده مشاهده کردم نهایتا ۱۵ گرم گوشت بود با ۵ گرم دمبه قورمه سبزی جا نیافتاده بود و اصلا کیفیت نداشت,0,154,خورشت میبایست  گرم گوشت طبق توضیحات میداشت چیزی که بنده مشاهده کردم نهایتا  گرم گوشت بود با  گرم دمبه قورمه سبزی جا نیافتاده بود و اصلا کیفیت نداشت
ممنون از فست فود نامیا از ساندویچ فوق العاده‌ای که برام فرستاد نونی که استفاده میکنه واقعا عالیه,1,96,ممنون از فست فود نامیا از ساندویچ فوق العادهای که برام فرستاد نونی که استفاده میکنه واقعا عالیه
تشکر از دقت بر تاریخ لبنیات و نون، و تشکر از اسنپ فود برا پیگیری مستمر و احترام به حقوق مشتریان,1,95,تشکر از دقت بر تاریخ لبنیات و نون و تشکر از اسنپ فود برا پیگیری مستمر و احترام به حقوق مشتریان
همراه ساندویچ حتی ۱ سس هم نبود,0,30,همراه ساندویچ حتی  سس هم نبود
یک فویل آلومینیونی گره کرده شده داخل پلاستیک که فویل را مچاله کرده است. برای این بسته بندی ۲۰۰۰ تومان گرفته‌اید؟,1,112,یک فویل آلومینیونی گره کرده شده داخل پلاستیک که فویل را مچاله کرده است برای این بسته بندی  تومان گرفتهاید
برنج طعم و کیفیتی خوبی داشت اما قورمه سبزی یه طعم بخصوصی می‌داد و به شیرینی می‌زد و گوشتش هم فوق‌العاده سفت بود اصلا گوشتش قابل خوردن نبود,0,138,برنج طعم و کیفیتی خوبی داشت اما قورمه سبزی یه طعم بخصوصی میداد و به شیرینی میزد و گوشتش هم فوقالعاده سفت بود اصلا گوشتش قابل خوردن نبود
شیرینی‌ها له‌شده بودن اصلا مناسب پذیرایی نبودن,0,46,شیرینیها لهشده بودن اصلا مناسب پذیرایی نبودن
این همه میگین محصولات سوپر مارکتی نیم‌ساعته میرسه، یک ساعت و چهل دقیقه طول کشید، خودتون قضاوت کنید من دیگه حرفی ندارم,0,117,این همه میگین محصولات سوپر مارکتی نیمساعته میرسه یک ساعت و چهل دقیقه طول کشید خودتون قضاوت کنید من دیگه حرفی ندارم
کیفیت غذا خوب بود ولی بسته بندی اصلا خوب نبود,1,45,کیفیت غذا خوب بود ولی بسته بندی اصلا خوب نبود
پیتزاشو اصلا نمی‌شد خورد,1,24,پیتزاشو اصلا نمیشد خورد
جوجه کمی سوخته بود و کباب مزه خوبی نداشت ولی برنج اندازه و خوب بود.,0,67,جوجه کمی سوخته بود و کباب مزه خوبی نداشت ولی برنج اندازه و خوب بود
خوب بود فقط یکم نونش تازهن نبود,1,31,خوب بود فقط یکم نونش تازهن نبود
سالاد گاردین اصلا اون چیزی نبود که توی عکسش هست، نه تخمه آفتابگردان داشت نه بی‌بی کورن نه آناناس …. بقیه مخلفات هم در حد دوتا دونه گوجه و زیتون …. در واقع سالاد فصل بود.,0,169,سالاد گاردین اصلا اون چیزی نبود که توی عکسش هست نه تخمه آفتابگردان داشت نه بیبی کورن نه آناناس  بقیه مخلفات هم در حد دوتا دونه گوجه و زیتون  در واقع سالاد فصل بود
غذا سرد بود تنوع سبزی‌ها کم بود,0,31,غذا سرد بود تنوع سبزیها کم بود
با سلام در مجموع کیفیت خوب بود,1,30,با سلام در مجموع کیفیت خوب بود
بسیار بسیار عالی. آبدار و دلچسب.,1,32,بسیار بسیار عالی آبدار و دلچسب
بجای پیتزا کیک و نوشابه می‌گرفتم بهتر بود,0,41,بجای پیتزا کیک و نوشابه میگرفتم بهتر بود
لبنیات باید تازه باشه نه اینکه ۱ روز مهلت داشته باشد,0,52,لبنیات باید تازه باشه نه اینکه  روز مهلت داشته باشد
قابل‌قبول بود گوجه متوسط، بقیه خوب,1,34,قابلقبول بود گوجه متوسط بقیه خوب
شیری که سفارش دادم یکماه تاریخ انقضا داشت ولی فقط یه روز تا منقضی شدنش مونده بود.,0,81,شیری که سفارش دادم یکماه تاریخ انقضا داشت ولی فقط یه روز تا منقضی شدنش مونده بود
ژل ضدعفونی دست خیلی کوچک رو ۶۷۰۰۰ تومان حساب کردند درحالیکه گرون‌ترین قیمت ۳۷۰۰۰ تومان هست مشتری مداری شون صفر است,0,114,ژل ضدعفونی دست خیلی کوچک رو  تومان حساب کردند درحالیکه گرونترین قیمت  تومان هست مشتری مداری شون صفر است
حجم غذا خیلی خوب بود و جوجه‌ها به اندازه کباب شده بودن ولی خب جا داره برا عالی بودن ;),1,86,حجم غذا خیلی خوب بود و جوجهها به اندازه کباب شده بودن ولی خب جا داره برا عالی بودن
مرسی از اینکه همیشه کیفیت رو بالا نگه میدارین و مرسی از اینکه به توضیحات سفارش توجه کردید,1,89,مرسی از اینکه همیشه کیفیت رو بالا نگه میدارین و مرسی از اینکه به توضیحات سفارش توجه کردید
اصلا شبیه عکس نبود پیتزا. فوق‌العاده حجمش کمتر بود و حجم زیادیش فقط پنیر بود ولی سیب‌زمینی و قارچ کیفیتش خوب بود,0,112,اصلا شبیه عکس نبود پیتزا فوقالعاده حجمش کمتر بود و حجم زیادیش فقط پنیر بود ولی سیبزمینی و قارچ کیفیتش خوب بود
علیرغم تاکید بر تازه بودن شیرینی، متاسفانه کهنه و سیب داخل آن بسیار ناچیز بود.,0,78,علیرغم تاکید بر تازه بودن شیرینی متاسفانه کهنه و سیب داخل آن بسیار ناچیز بود
طعم پیتزا اصلا اون جوری که فکر می‌کردم نبود,0,43,طعم پیتزا اصلا اون جوری که فکر میکردم نبود
سلام، احساس می‌کنم شیرینی کاملا قدیمی و برای دیروز بود.,0,55,سلام احساس میکنم شیرینی کاملا قدیمی و برای دیروز بود
خیلی زود به دستم رسید، خوشمزه بود، بسته بندی عالی بود.,1,54,خیلی زود به دستم رسید خوشمزه بود بسته بندی عالی بود
من قبلا از غذاهاتون راضی بودم برای یک مهمان ویژه که کباب خور حرفه‌ای بود برگ سفارش دادم متاسفانه جز شرمندگی چیزی نصیبم نشد سرد و سفت بود و بوی چربی می‌داد,0,154,من قبلا از غذاهاتون راضی بودم برای یک مهمان ویژه که کباب خور حرفهای بود برگ سفارش دادم متاسفانه جز شرمندگی چیزی نصیبم نشد سرد و سفت بود و بوی چربی میداد
پیراشکی مونده بود، بعد چطور پیراشکی به این حجم رو ۴ ٫ ۸ قیمت میذارین؟!,0,70,پیراشکی مونده بود بعد چطور پیراشکی به این حجم رو    قیمت میذارین
من رولت ناپ-ن-ن سفارش داده بودم ولی متاسفانه کیک مکزیکی فرستادن. کمی هم بیشتر از انتظارم طول کشید. در این موارد باید تماس بگیرن و بگویند فلان شیرینی را تمام کردیم نه اینکه سرخود چیز دیگری بفرستند.,0,196,من رولت ناپنن سفارش داده بودم ولی متاسفانه کیک مکزیکی فرستادن کمی هم بیشتر از انتظارم طول کشید در این موارد باید تماس بگیرن و بگویند فلان شیرینی را تمام کردیم نه اینکه سرخود چیز دیگری بفرستند
تاخیر داشت نسبت به گذشته,1,24,تاخیر داشت نسبت به گذشته
بعد از ۱ ساعت و ۳۰ دقیقه غذا به دستم رسید!!!!!!!,0,48,بعد از  ساعت و  دقیقه غذا به دستم رسید
ممنون بابت هدیه که داده بودن، خوشبو کننده,1,41,ممنون بابت هدیه که داده بودن خوشبو کننده
عالی عالی عالی بود.,1,19,عالی عالی عالی بود
ممنونم. بسیار عالی بود,1,22,ممنونم بسیار عالی بود
حالا الان نماینده شرکت میاد مینویسه مواد اولیه‌ی ما تازه ست ولی رنگ کاهو‌ها تیره بود و له‌شده بود، مجبور شدم از ساندویچ دربیارمشون. یه مدت مشتری دائم بود ولی افت کیفیت داشته غذاها متاسفانه.,1,189,حالا الان نماینده شرکت میاد مینویسه مواد اولیهی ما تازه ست ولی رنگ کاهوها تیره بود و لهشده بود مجبور شدم از ساندویچ دربیارمشون یه مدت مشتری دائم بود ولی افت کیفیت داشته غذاها متاسفانه
سیب زمینیش اصلا ویژه نبود و هیچ ادویه مخصوصی هم نداشت,0,53,سیب زمینیش اصلا ویژه نبود و هیچ ادویه مخصوصی هم نداشت
متاسفانه غذاتون بسیار خوب و خوشمزه اس و این خیلی بده، واقعا ما اذیت میشیم از اینکه نمیتونیم غذای شما رو سفارش ندیم کمی مالیات و اینها اضافه است که از آنور تخفیف هم دارید لذا چه بگویم جز خوبی،,1,191,متاسفانه غذاتون بسیار خوب و خوشمزه اس و این خیلی بده واقعا ما اذیت میشیم از اینکه نمیتونیم غذای شما رو سفارش ندیم کمی مالیات و اینها اضافه است که از آنور تخفیف هم دارید لذا چه بگویم جز خوبی
من سفارش رو ساعت ۲۰:۳۰ ثبت کردم و پس از دوساعت به من کسری اجناس اعلام شد و با ۳ مرتبه پیگیری از پشتیبانی نهایتا در ساعت ۲۳:۱۰ دقیقه اجناس تحویل من شد. یعنی دقیقا ۲ ساعت و ۴۰ دقیقه,0,179,من سفارش رو ساعت  ثبت کردم و پس از دوساعت به من کسری اجناس اعلام شد و با  مرتبه پیگیری از پشتیبانی نهایتا در ساعت  دقیقه اجناس تحویل من شد یعنی دقیقا  ساعت و  دقیقه
حجم به نسبت قبل کم شده بود.,0,27,حجم به نسبت قبل کم شده بود
حدود ۲۰ دقیقه‌ای می‌گشتم داخل اسنپ فود تا بیینم به کجا سفارش بدم بالاخره برای بار اول به سیب اعتماد کردم سفارشم یک رب بعد رسید خیلی داغ و خیلی خوشمزه عالی بود,1,158,حدود  دقیقهای میگشتم داخل اسنپ فود تا بیینم به کجا سفارش بدم بالاخره برای بار اول به سیب اعتماد کردم سفارشم یک رب بعد رسید خیلی داغ و خیلی خوشمزه عالی بود
دونات عالی بود خیلی خوب بود ولی با عرض پوزش چیز کیک مزخرف بود!,1,62,دونات عالی بود خیلی خوب بود ولی با عرض پوزش چیز کیک مزخرف بود
ساندویچش افتضاح بود هیچی به جز چند پر کاهو نداشت. واقعا متاسفم …,0,64,ساندویچش افتضاح بود هیچی به جز چند پر کاهو نداشت واقعا متاسفم
حجم فرایز خیلی کمتر از قبل شده,1,30,حجم فرایز خیلی کمتر از قبل شده
بدترین تجربه پیتزای پپرونی! کلا شاید ۶ تا برگه پپرونی داخل پیتزا نبود و همش پنیر و خمیر پیتزا بود.,0,98,بدترین تجربه پیتزای پپرونی کلا شاید  تا برگه پپرونی داخل پیتزا نبود و همش پنیر و خمیر پیتزا بود
سلام، قیمتها خیلی بالا است در صورت امکان تخفیف در نظر بگیرید جلب مشتری بیشتر می‌شود,1,83,سلام قیمتها خیلی بالا است در صورت امکان تخفیف در نظر بگیرید جلب مشتری بیشتر میشود
داخل ساندویج از جعفری خرد شده استفاده بشه خوشمزه‌تر میشه,0,56,داخل ساندویج از جعفری خرد شده استفاده بشه خوشمزهتر میشه
