comment,label,comment_length,comment_cleaned
بسیار با کیفیته غذاشون ولی حجمش یکم کمه نسبت به قیمتش اما خیلی خوبه که همیشه کیفیتش یه‌جوره,1,91,بسیار با کیفیته غذاشون ولی حجمش یکم کمه نسبت به قیمتش اما خیلی خوبه که همیشه کیفیتش یهجوره
سیب‌زمینی داغ داغ، پیتزا سرد,1,28,سیبزمینی داغ داغ پیتزا سرد
یک ساعت تمام برای یه نیمرو زمان برد,0,35,یک ساعت تمام برای یه نیمرو زمان برد
کیفیت غذا اصلا خوب نبود مزه کتلت نمی‌داد,0,40,کیفیت غذا اصلا خوب نبود مزه کتلت نمیداد
خیلی خوب بود مخصوصا جوجه‌کباب کباب‌ها کاملا مغز پخت و ابدار بودند,1,65,خیلی خوب بود مخصوصا جوجهکباب کبابها کاملا مغز پخت و ابدار بودند
نان و سس همراه غذا بسیار کم بود,0,31,نان و سس همراه غذا بسیار کم بود
پر گوشت و داغ بود با برنج صد در صد ایرانی,1,41,پر گوشت و داغ بود با برنج صد در صد ایرانی
پاستاشون خیلی بدمزه بود,0,23,پاستاشون خیلی بدمزه بود
قبلن این پیتزا رو از همینجا بارهاسفارش داده بودم یه سس بد مزه جدید به پیتزا اضافه‌شده بود و واقعن کیفیتش خیلی پایینتر از قبل بود,0,128,قبلن این پیتزا رو از همینجا بارهاسفارش داده بودم یه سس بد مزه جدید به پیتزا اضافهشده بود و واقعن کیفیتش خیلی پایینتر از قبل بود
کوکی شکلات چیپس خیلی مونده و سفت بود بر عکس کوکی شکلات,0,54,کوکی شکلات چیپس خیلی مونده و سفت بود بر عکس کوکی شکلات
خوب بود فقط ادویه‌های تند کمتر استفاده بشه,1,42,خوب بود فقط ادویههای تند کمتر استفاده بشه
ممنون از قنادی خان بابا. بابت تقویم و شکلاتی که همراه سفارش فرستادن.,1,68,ممنون از قنادی خان بابا بابت تقویم و شکلاتی که همراه سفارش فرستادن
قیمه بدون گوشت مگه داریم؟,0,25,قیمه بدون گوشت مگه داریم
به رغم اینکه در توضیحات تاکید شده بود، شیر تولید روز باشد، تاریخ انقضای شیر فردا است.,0,85,به رغم اینکه در توضیحات تاکید شده بود شیر تولید روز باشد تاریخ انقضای شیر فردا است
خمیر پیتزا خیلی نرم و آبدار بود و طعم سس سفیدش اصلا جالب نبود و غالب بود. در کل راضی نبودم.,0,91,خمیر پیتزا خیلی نرم و آبدار بود و طعم سس سفیدش اصلا جالب نبود و غالب بود در کل راضی نبودم
تمام شیرینی‌ها له‌شده بود,0,25,تمام شیرینیها لهشده بود
واقعا عالی و تازه و خوشمزه ممنونم از ناتلی برای کیفیت و قت مناسبش,1,65,واقعا عالی و تازه و خوشمزه ممنونم از ناتلی برای کیفیت و قت مناسبش
قارچ سوخاری مطلوب نبود.,1,23,قارچ سوخاری مطلوب نبود
از این بدتر نمیتونه باشه دیگه!!!! بعد از یک ساعت سفارشتو میارن، فکر کنم تو سیره پاستا ریخته بودن!!! نه قاشق و نه چنگال فکر کنم پاستارو باید با دست خورد. متاسفم واسه خودم واسه دور ریختن پولم,0,189,از این بدتر نمیتونه باشه دیگه بعد از یک ساعت سفارشتو میارن فکر کنم تو سیره پاستا ریخته بودن نه قاشق و نه چنگال فکر کنم پاستارو باید با دست خورد متاسفم واسه خودم واسه دور ریختن پولم
سیب‌زمینی که همراه غذا آماده به شدت بی‌مزه و پخته نشده است فقط معلومه آب‌پز شده,0,79,سیبزمینی که همراه غذا آماده به شدت بیمزه و پخته نشده است فقط معلومه آبپز شده
غذا بسیار سریع و داغ داغ تحویل شد، کیفیت برنج و جوجه عالی بود، حجم غذا و دورچین جوجه هم خوب بود,1,95,غذا بسیار سریع و داغ داغ تحویل شد کیفیت برنج و جوجه عالی بود حجم غذا و دورچین جوجه هم خوب بود
انگار کاغذ سفارش رو نخونده بودند. یک غذا کمتر آوردن، بعدشم گفتن طول میکشه تا حاضر بشه!,0,86,انگار کاغذ سفارش رو نخونده بودند یک غذا کمتر آوردن بعدشم گفتن طول میکشه تا حاضر بشه
خیلی بد بود بسیار بد مزه و بی‌کیفیت,0,35,خیلی بد بود بسیار بد مزه و بیکیفیت
مثل همیشه برشته و تازه، ممنون از اینکه به توضیحات توجه می‌کنید,1,62,مثل همیشه برشته و تازه ممنون از اینکه به توضیحات توجه میکنید
پیتزاهای باروژ خوشمزست فقط همیشه دیر میرسه همیشه! رفتار پیک هم مناسب نبود. در کل از کیفیت غذا راضی بودیم.,1,105,پیتزاهای باروژ خوشمزست فقط همیشه دیر میرسه همیشه رفتار پیک هم مناسب نبود در کل از کیفیت غذا راضی بودیم
غذای فوق‌العاده با کیفیت خیلی خوب همراه با پیک سریع که من فوق‌العاده راضی بودم، یه پیتزای خیلی خوب که قیمتش و ارسالش عالی بود. با تشکر از اسنپ فود و پیتزا پرپروک,1,161,غذای فوقالعاده با کیفیت خیلی خوب همراه با پیک سریع که من فوقالعاده راضی بودم یه پیتزای خیلی خوب که قیمتش و ارسالش عالی بود با تشکر از اسنپ فود و پیتزا پرپروک
کیک صبحانه طبق عکس نبود کیک تکه‌ای آورده بودند!!!!,1,50,کیک صبحانه طبق عکس نبود کیک تکهای آورده بودند
طعم کنتاکی عالی، مرغ‌ها کاملا مغز پخت و تازه و غذا کاملا گرم بود.,1,65,طعم کنتاکی عالی مرغها کاملا مغز پخت و تازه و غذا کاملا گرم بود
بسیار تند بود و اصلا قابل خوردن نبود,0,36,بسیار تند بود و اصلا قابل خوردن نبود
سلام. همه چی عالی بود. هم سریع هم کیفیت عالی,1,44,سلام همه چی عالی بود هم سریع هم کیفیت عالی
متاسفانه دیر رسید و سرد شده بود,1,31,متاسفانه دیر رسید و سرد شده بود
هات داگ عالی بود,1,16,هات داگ عالی بود
ساندویچ گرم و خوشمزه بود ارسال به موقع و بسته بندی عالی اما چیپس و پنیر واقعا خیلی بد مزه و حجمش نسبت به قیمت پایین بود اصلا راضی نبودم,1,135,ساندویچ گرم و خوشمزه بود ارسال به موقع و بسته بندی عالی اما چیپس و پنیر واقعا خیلی بد مزه و حجمش نسبت به قیمت پایین بود اصلا راضی نبودم
ساندویچ به طرز عجیبی مزه هیچی نمی‌داد! پنیر زیاد بدون هیچ سسی! پیک بی‌ادب بود، غذا را تقریبا پرت کرد و بی هیچ حرفی رفت!,0,119,ساندویچ به طرز عجیبی مزه هیچی نمیداد پنیر زیاد بدون هیچ سسی پیک بیادب بود غذا را تقریبا پرت کرد و بی هیچ حرفی رفت
برخلاف دفعه قبل اینبار کاملا سرد بود,0,36,برخلاف دفعه قبل اینبار کاملا سرد بود
سس آنتراکت نداشتم به جاش کچاپ فرستادن!!!!!!,0,43,سس آنتراکت نداشتم به جاش کچاپ فرستادن
قیمت خورشت قیمه بالا بود، گفتم شاید کیفیتش از جاهای دیگه بهتر باشه. سفارش دادم پشیمون شدم واقعا بی‌کیفیت بود و پر از پیاز داغ,0,125,قیمت خورشت قیمه بالا بود گفتم شاید کیفیتش از جاهای دیگه بهتر باشه سفارش دادم پشیمون شدم واقعا بیکیفیت بود و پر از پیاز داغ
حجم شله زرد نسبت به قیمت خیلی کم بود. متاسفانه بامیه بلند نگذاشته بودند من فقط اون رو می‌خواستم.,1,96,حجم شله زرد نسبت به قیمت خیلی کم بود متاسفانه بامیه بلند نگذاشته بودند من فقط اون رو میخواستم
ساندویچ کراکف فوق‌العاده خوشمزه و لذیذ بود,1,42,ساندویچ کراکف فوقالعاده خوشمزه و لذیذ بود
این رستوران همیشه تحویل غذاش خیلی دیره کیفیت غذا ولی عالیه,1,58,این رستوران همیشه تحویل غذاش خیلی دیره کیفیت غذا ولی عالیه
من فقط یک لقمه از ماهی خوردم. بقیه غذا موند. بوی خیلی خیلی بدی می‌داد. دیگه ازین رستوران سفارش نمیدم.,0,101,من فقط یک لقمه از ماهی خوردم بقیه غذا موند بوی خیلی خیلی بدی میداد دیگه ازین رستوران سفارش نمیدم
خوشمزه بود اما چیپسش بی‌نهایت زیاد بود,1,38,خوشمزه بود اما چیپسش بینهایت زیاد بود
اب گازدار ریخته بود تو کیسه,0,27,اب گازدار ریخته بود تو کیسه
مثل همیشه عالی بود. غذا خیلی زودتر از زمان تعیین‌شده رسید. ممنون از اسنپفود و جوجه داغ,1,86,مثل همیشه عالی بود غذا خیلی زودتر از زمان تعیینشده رسید ممنون از اسنپفود و جوجه داغ
با سلام همبرگر گوشتش خوب پخته نشده بود کاهو که کلا مونده بود بعد داغ داغ لای فویل کرده بودن سسم زده بودن با پنیر پیتزا که ماسیده بود ممنون رسیدگی کنید فکر کنم از سر کوچمون میخردیم کیفیتش بهتر بود,1,195,با سلام همبرگر گوشتش خوب پخته نشده بود کاهو که کلا مونده بود بعد داغ داغ لای فویل کرده بودن سسم زده بودن با پنیر پیتزا که ماسیده بود ممنون رسیدگی کنید فکر کنم از سر کوچمون میخردیم کیفیتش بهتر بود
خوب و عالی مثل همیشه فقط هزینه ارسال خیلی بالاست.,1,49,خوب و عالی مثل همیشه فقط هزینه ارسال خیلی بالاست
سریع رسید و خوشمزه بود ممنونم,1,29,سریع رسید و خوشمزه بود ممنونم
بی نظم‌ترین مجموعه‌ای که تا حالا دیدم!,0,38,بی نظمترین مجموعهای که تا حالا دیدم
عالی. اسنپ با چه سرعتی آورد. ممنونم,1,35,عالی اسنپ با چه سرعتی آورد ممنونم
قیمت غذا نا مناسب با حجم بدترین سفارش عمرم از اسنپ فود امروز بود,0,64,قیمت غذا نا مناسب با حجم بدترین سفارش عمرم از اسنپ فود امروز بود
حجم غذا واقعا زیاد بود و خوشمزه بود حسابی. فقط پیک کلا اعصاب نداشت حتی جواب سلامو نداد و یه بار هم سالادو جا گذاشت بعد نیم ساعت تماس گرفت و آورد,1,144,حجم غذا واقعا زیاد بود و خوشمزه بود حسابی فقط پیک کلا اعصاب نداشت حتی جواب سلامو نداد و یه بار هم سالادو جا گذاشت بعد نیم ساعت تماس گرفت و آورد
دمتون گرم خیلی خوب بود.,1,23,دمتون گرم خیلی خوب بود
تحویل غذا نزدیک ۲ ساعت طول کشید هر چقدر هم شلوغ باشه واقعا ۲ ساعت زمان برای تحویل اونم تو فاصله‌ی نزدیک عجیبه,0,109,تحویل غذا نزدیک  ساعت طول کشید هر چقدر هم شلوغ باشه واقعا  ساعت زمان برای تحویل اونم تو فاصلهی نزدیک عجیبه
هات داگ بسیار کیفیت پایینی داشت ساندویچ خمیر شده بود,0,52,هات داگ بسیار کیفیت پایینی داشت ساندویچ خمیر شده بود
دقیقه طول کشید اسمشم فست فوده مثلا,0,34,دقیقه طول کشید اسمشم فست فوده مثلا
اشتباه در تعداد سفارشات داشتید، هزینه ۳ کیک رو حساب کردید ولی ۲ عدد فرستادید,0,76,اشتباه در تعداد سفارشات داشتید هزینه  کیک رو حساب کردید ولی  عدد فرستادید
همه چی عالی بود زمان رسیدن به موقع برخورد خوش پیک جرم بودن غذا,1,62,همه چی عالی بود زمان رسیدن به موقع برخورد خوش پیک جرم بودن غذا
سلام کیفیت پیتزاهاتون عالیه فقط اینکه تنوع منو رو هم افزایش بدید عالیه مثلا سوخاری و پاستا,1,90,سلام کیفیت پیتزاهاتون عالیه فقط اینکه تنوع منو رو هم افزایش بدید عالیه مثلا سوخاری و پاستا
اگر بشه سفارشها سریعتر به دستمون برسه خیلی بهتره. غذای ما حدود ۵۵ دقیقه بعد از سفارش به دستمون رسید,1,99,اگر بشه سفارشها سریعتر به دستمون برسه خیلی بهتره غذای ما حدود  دقیقه بعد از سفارش به دستمون رسید
نوشتید رب انار داره ولی نذاشتین!!,0,33,نوشتید رب انار داره ولی نذاشتین
pitza khoshmaze bod faghat heyf ke geroon kardid!!,1,50,pitza khoshmaze bod faghat heyf ke geroon kardid
پیتزا مثل همیشه عالی ولی سیب‌زمینی زیاد خوب نبود,1,48,پیتزا مثل همیشه عالی ولی سیبزمینی زیاد خوب نبود
نان سرد و کهنه بود,0,18,نان سرد و کهنه بود
یه دونه اکلر کم گذاشتن,0,22,یه دونه اکلر کم گذاشتن
خیلی زود رسید، ممنون,1,20,خیلی زود رسید ممنون
خوشمزه و گرم و عالی,1,19,خوشمزه و گرم و عالی
به موقع رسید ولی میزان موز و گردو داخل کیک بسیار ناچیز بود,1,58,به موقع رسید ولی میزان موز و گردو داخل کیک بسیار ناچیز بود
خوب بود ولی گران بود … نسبت به قیمتش نمی‌ارزید ولی بد نبود … موهیتوش یخ‌زده و مونده بود که اصلا مزه‌اش خوب نبود,1,111,خوب بود ولی گران بود  نسبت به قیمتش نمیارزید ولی بد نبود  موهیتوش یخزده و مونده بود که اصلا مزهاش خوب نبود
دقیقا از زمان سفارش گزاری تا تحویل غذا ۲ ساعت طول کشید. واقعا مورد قبول نیست اینقدر زمان برای سفارش غذا,0,103,دقیقا از زمان سفارش گزاری تا تحویل غذا  ساعت طول کشید واقعا مورد قبول نیست اینقدر زمان برای سفارش غذا
به جای رشته آشی رشته‌ی پلویی در بیته بندی باز سده ارسال شد,1,58,به جای رشته آشی رشتهی پلویی در بیته بندی باز سده ارسال شد
کیفیت ارسال بسیار پایین شیرینی‌ها کاملا بهم ریخته بود,0,53,کیفیت ارسال بسیار پایین شیرینیها کاملا بهم ریخته بود
روغن از مرغ سخاریا میچکید کاملا نرم بودن و حس خیلی بدی داشت احساس کردم دارم روغن موتور و نون تافتون می‌خورم واقن پشیمون شدم از سفارشم,0,133,روغن از مرغ سخاریا میچکید کاملا نرم بودن و حس خیلی بدی داشت احساس کردم دارم روغن موتور و نون تافتون میخورم واقن پشیمون شدم از سفارشم
جعبه کیک واژگون شده بود و شکل شیرینی‌ها کلا به هم خورده بود,0,59,جعبه کیک واژگون شده بود و شکل شیرینیها کلا به هم خورده بود
عالی و مثل همیشه سروقت اومد,1,27,عالی و مثل همیشه سروقت اومد
یکم بی طعم و مزه بود,1,20,یکم بی طعم و مزه بود
خیلی سریع ارسال شد.,1,19,خیلی سریع ارسال شد
آشپز ظرف زرد چوبه رو خالی کرده بود تو لازانیا فقط طعم زردچوبه بود نصف بیشتر شو نتونستیم بخوریم,0,94,آشپز ظرف زرد چوبه رو خالی کرده بود تو لازانیا فقط طعم زردچوبه بود نصف بیشتر شو نتونستیم بخوریم
همیشه سفارش میدم کاملا راضیم,1,28,همیشه سفارش میدم کاملا راضیم
با سلام اگر برای خودت بود و ۴۲۰۰۰۰ ریال بابت این همبرگر می‌گرفتید چه نظری داشتید؟؟؟ بسیار کوچک و کم‌حجم بود به خدا برای بچه هم کم بود. متاسفم که مشتری مداری شما چنین است,0,169,با سلام اگر برای خودت بود و  ریال بابت این همبرگر میگرفتید چه نظری داشتید بسیار کوچک و کمحجم بود به خدا برای بچه هم کم بود متاسفم که مشتری مداری شما چنین است
عالی بود …. هم گرم بود و هم سریع بدستم رسید,1,43,عالی بود  هم گرم بود و هم سریع بدستم رسید
من زیاد دوست نداشتم طعمش رو به نسبت قیمت حجم کمی داشت,1,53,من زیاد دوست نداشتم طعمش رو به نسبت قیمت حجم کمی داشت
بابا خدا وکیلی نسبت به قیمتش خیلی کمه ساندویچ ۱۸ هزار باید آدم سیر بشه ولی لای دندونامم نرفت,1,92,بابا خدا وکیلی نسبت به قیمتش خیلی کمه ساندویچ  هزار باید آدم سیر بشه ولی لای دندونامم نرفت
پنیرش روی سیبزمینی به تناسب ریخته نشده بود ولی در کل خوب بود,1,60,پنیرش روی سیبزمینی به تناسب ریخته نشده بود ولی در کل خوب بود
کیفیت جوجه عالی کوبیده خوب. فقط به نظرم برنج یه خورده کم بود. اما در مجموع خیلی خوب بود,1,87,کیفیت جوجه عالی کوبیده خوب فقط به نظرم برنج یه خورده کم بود اما در مجموع خیلی خوب بود
مرسی نامیا خوشمزه و تازه بود,1,28,مرسی نامیا خوشمزه و تازه بود
واقعا بد بود بی کیفیت‌ترین پیتزایی بود که می‌شد سفارش داد,0,57,واقعا بد بود بی کیفیتترین پیتزایی بود که میشد سفارش داد
نان سرد بود و خوب پخته نشده بود,0,31,نان سرد بود و خوب پخته نشده بود
واقعا خیلی بد و کیفیت پایین,0,27,واقعا خیلی بد و کیفیت پایین
عالی بود ولی باز هم تاخیر داشتین وگرنه همه چیز عالی بود,1,55,عالی بود ولی باز هم تاخیر داشتین وگرنه همه چیز عالی بود
پیک با لحنی طلبکارانه برخورد کردند لطفا پیگیری و برخورد شود.,0,60,پیک با لحنی طلبکارانه برخورد کردند لطفا پیگیری و برخورد شود
قرمه سبزی‌ش خیلی بد بود، گوشت خورشتش، سبزیش و ختی لوبیاش، انگار طرف عمدا بد پخته بود.,0,85,قرمه سبزیش خیلی بد بود گوشت خورشتش سبزیش و ختی لوبیاش انگار طرف عمدا بد پخته بود
مث همیشه عالی بود,1,17,مث همیشه عالی بود
غذا خیلی سرد بوود واقعا متاسفم,0,30,غذا خیلی سرد بوود واقعا متاسفم
با این‌که زود سفارشم برام ارسال شد ولی به دلیل بسته بندی نا مناسب غذا کاملا سرد شده بود. لوبیا پلو اصلا طعم خوبی نداشت. آش متوسط بود. سبزیش زیاد طعم خوبی نداشت,0,159,با اینکه زود سفارشم برام ارسال شد ولی به دلیل بسته بندی نا مناسب غذا کاملا سرد شده بود لوبیا پلو اصلا طعم خوبی نداشت آش متوسط بود سبزیش زیاد طعم خوبی نداشت
از مواد بهتر و با کیفیت‌تر استفاده کنید که در طعم غذا تاثیر گذار باشد پیتزا واقعا بد بود,0,88,از مواد بهتر و با کیفیتتر استفاده کنید که در طعم غذا تاثیر گذار باشد پیتزا واقعا بد بود
حجم بسیار کم و قیمت فوق‌العاده بالا. یه سالاد توی یه کاسه کوچیک ۴۳ هزار تومن؟,0,77,حجم بسیار کم و قیمت فوقالعاده بالا یه سالاد توی یه کاسه کوچیک  هزار تومن
با وجود فاصله بسیار کم رستوران تا منزل بنده (کمتر از ۱ دقیقه با موتور و کمتر از ۵ دقیقه پیاده)، ولی برای رساندن غذا هزینه پیک دریافت گردید که اصلا منصفانه نیست,1,159,با وجود فاصله بسیار کم رستوران تا منزل بنده کمتر از  دقیقه با موتور و کمتر از  دقیقه پیاده ولی برای رساندن غذا هزینه پیک دریافت گردید که اصلا منصفانه نیست
کیفیت و مزه سوپ خوب بود,1,23,کیفیت و مزه سوپ خوب بود
خیلی خیلی دیر رسید!!,0,20,خیلی خیلی دیر رسید
به نسبت قیمت، جوجه‌اش خوب بود ولی اونقدرها هم با کیفیت نبود,1,59,به نسبت قیمت جوجهاش خوب بود ولی اونقدرها هم با کیفیت نبود
سفارش خیلی زود رسید ولی به جای دو تا پفک نمکی مینو، یه پفک نمکی مینو و یکی پفک چیتوز موتوری دادن ولی اشکال نداره,1,112,سفارش خیلی زود رسید ولی به جای دو تا پفک نمکی مینو یه پفک نمکی مینو و یکی پفک چیتوز موتوری دادن ولی اشکال نداره
زمان ارسال زیاده برای فست فود.,1,30,زمان ارسال زیاده برای فست فود
پیتزا علا الدین اینقدر برند بزرگی هست که متاسفانه با کیفیت غذاهای در حال حاضرش همخونی ندارد حیف مشتری ۲۰ ساله هستم ولی متاسفانه هر روز بدتر از دیروز واقعا حیف,0,158,پیتزا علا الدین اینقدر برند بزرگی هست که متاسفانه با کیفیت غذاهای در حال حاضرش همخونی ندارد حیف مشتری  ساله هستم ولی متاسفانه هر روز بدتر از دیروز واقعا حیف
چرا به توضیحات و حتی توضیح به اپراتور اسنپ توجه نمی‌کنید؟,0,57,چرا به توضیحات و حتی توضیح به اپراتور اسنپ توجه نمیکنید
استریپس‌ها کاملا خشک و مونده بودند به طوری که پودر سوخاری تغییر رنگ داده بود,0,76,استریپسها کاملا خشک و مونده بودند به طوری که پودر سوخاری تغییر رنگ داده بود
غذا مونده بود انگار ماله دیروز رو داغ کرده بودن فرستادن-مرغش وسطش هم نچخته و لزج شده بود-اصلا خوب نبود -من راضی نبودم اسنپ بهتره رو رستورانا قوانین بیشتری رو اعمال کنه,0,167,غذا مونده بود انگار ماله دیروز رو داغ کرده بودن فرستادنمرغش وسطش هم نچخته و لزج شده بوداصلا خوب نبود من راضی نبودم اسنپ بهتره رو رستورانا قوانین بیشتری رو اعمال کنه
معنوی عالیه، ففط نمیدونم مگه ظرف گیاهی چقدر هزینه داره که ازش استفاده نمیکنه، تورو خدا به سلامتیه مردم احترام بذارید و انقدر بی‌اهمیت نباشید,1,140,معنوی عالیه ففط نمیدونم مگه ظرف گیاهی چقدر هزینه داره که ازش استفاده نمیکنه تورو خدا به سلامتیه مردم احترام بذارید و انقدر بیاهمیت نباشید
کیفیت غذا واقعا خوب بود. ممنونم ازتون,1,37,کیفیت غذا واقعا خوب بود ممنونم ازتون
حملش افتضاح بودد همه چیزش پیچیده بود بهم چیدمانش بد بود یدونه نون خامه ایی هم فک کنم جایزش بود,0,94,حملش افتضاح بودد همه چیزش پیچیده بود بهم چیدمانش بد بود یدونه نون خامه ایی هم فک کنم جایزش بود
با وجود اینکه غذا بموقع تجویل شد ولی کاملا سرد بود، باید پیکها به وسایل گرم نگهداشتن غذا مجهز باشند یا بسته بندیهابهتر شود.,1,123,با وجود اینکه غذا بموقع تجویل شد ولی کاملا سرد بود باید پیکها به وسایل گرم نگهداشتن غذا مجهز باشند یا بسته بندیهابهتر شود
یکی از خوبای مرغ سوخاری تهران,1,29,یکی از خوبای مرغ سوخاری تهران
کیفی و کمی عالی,1,15,کیفی و کمی عالی
غذاهای مبین واقعا عالیه. قیمت هم مناسبه. دستشون درد نکنه. تشکر از مدیریت محترم رستوران مبین,1,91,غذاهای مبین واقعا عالیه قیمت هم مناسبه دستشون درد نکنه تشکر از مدیریت محترم رستوران مبین
استخوان مرغ در پاستا,0,20,استخوان مرغ در پاستا
نوشابه گرم بود متاسفانه.,1,24,نوشابه گرم بود متاسفانه
عالی بود، حتی زودتر از زمان اعلام‌شده رسید، کاملا داغ و خوشمزه. خسته نباشید.,1,76,عالی بود حتی زودتر از زمان اعلامشده رسید کاملا داغ و خوشمزه خسته نباشید
حجم جوجه کم و من سینه سفارش دادم ران ارسال شد,0,45,حجم جوجه کم و من سینه سفارش دادم ران ارسال شد
از نظر زمانی خیلی خوب بود و به موقع آوردن، غذا خوب بود ولی کمی سرد شده بود اونهم تو فصل تابستون!,1,96,از نظر زمانی خیلی خوب بود و به موقع آوردن غذا خوب بود ولی کمی سرد شده بود اونهم تو فصل تابستون
واقعا بینظیره. پولی که میگیرن حلالشون باشه.,1,43,واقعا بینظیره پولی که میگیرن حلالشون باشه
من اصلا ایراد نمی‌گیرم ولی واقعا کیفیت پایین بود همش نون بود,0,60,من اصلا ایراد نمیگیرم ولی واقعا کیفیت پایین بود همش نون بود
یکم دیر رسید بقیه موارد عالی,1,28,یکم دیر رسید بقیه موارد عالی
کیک تقزیبا نابود بدست ما رسید و‌پس داده شد!,0,43,کیک تقزیبا نابود بدست ما رسید وپس داده شد
خیلی کیفیت غذا اومده پایین، غذا سرد بود و فقط چند تا دونه سیب‌زمینی کنار استریپس بود خیلی کم بود.,0,97,خیلی کیفیت غذا اومده پایین غذا سرد بود و فقط چند تا دونه سیبزمینی کنار استریپس بود خیلی کم بود
گوشتش کاملا بو می‌داد قارچ کلا ۵ یا ۶ تیکه توش داشت من پیتزا قارچ و گوشت شفارش دادم ن گوشت و پنیر گوشتشم که …,0,109,گوشتش کاملا بو میداد قارچ کلا  یا  تیکه توش داشت من پیتزا قارچ و گوشت شفارش دادم ن گوشت و پنیر گوشتشم که
کیفیت هندوانه و انار نسبت به قیمت خیلی پایین بود تقریبا بسته بندی نداشت. انتظار داشتم. با ظرف شکیل ارسال بشه. وقتی قیمت اینقدر بالا بود,0,135,کیفیت هندوانه و انار نسبت به قیمت خیلی پایین بود تقریبا بسته بندی نداشت انتظار داشتم با ظرف شکیل ارسال بشه وقتی قیمت اینقدر بالا بود
در سفارش بلغور جو بوده اما بلغور گندم فرستادن! اگر جنسی موجود ندارید چرا به زور یه چیز دیگه می‌فرستید,0,101,در سفارش بلغور جو بوده اما بلغور گندم فرستادن اگر جنسی موجود ندارید چرا به زور یه چیز دیگه میفرستید
نان‌ها خشک وسرد شده بودند,1,25,نانها خشک وسرد شده بودند
ماهی‌اش بد نبود ولی برنجش مثل برنجهای خارجی بود و چون غذا با تاخیر اومده بود، سرد شده بود.,0,90,ماهیاش بد نبود ولی برنجش مثل برنجهای خارجی بود و چون غذا با تاخیر اومده بود سرد شده بود
کیفیت غذا نسبت به دفعات گذشته افت محسوس کرده بود,0,48,کیفیت غذا نسبت به دفعات گذشته افت محسوس کرده بود
فیله‌ها خیلی کوچیک بود. چهار تیکه روی‌هم یه کف دست نمی‌شد. اسنپ فود باید پیگیری کنه کیفیت غذا هارو. ۴۰ تومن یه چهارتد دو انگشتی سوخاری.,0,135,فیلهها خیلی کوچیک بود چهار تیکه رویهم یه کف دست نمیشد اسنپ فود باید پیگیری کنه کیفیت غذا هارو  تومن یه چهارتد دو انگشتی سوخاری
دقیقه طول کشید با اینکه میافت خیلی کم بود و پیتزا کاملا سرد بود با اینکه در توضیحات خواسته‌شده بود گرم ارسال شود,0,112,دقیقه طول کشید با اینکه میافت خیلی کم بود و پیتزا کاملا سرد بود با اینکه در توضیحات خواستهشده بود گرم ارسال شود
سس هم نذاشته بودن,0,17,سس هم نذاشته بودن
بستنی خیلی خوب بود ممنون و سفارش خیلی زود اومد,1,46,بستنی خیلی خوب بود ممنون و سفارش خیلی زود اومد
عالی هم زود رسید همه پیک با ادب بود,1,35,عالی هم زود رسید همه پیک با ادب بود
پیتزا باروژ رو سفارش دادم. کیفیت مواد خوب بود ولی طعم غذا متوسط …,1,65,پیتزا باروژ رو سفارش دادم کیفیت مواد خوب بود ولی طعم غذا متوسط
مرغ هیچ مزه‌ای نمی‌داد و عطر و طعمش خوب نبود. کشک بادمجان تلخ بود.,0,66,مرغ هیچ مزهای نمیداد و عطر و طعمش خوب نبود کشک بادمجان تلخ بود
حجم خیلی نسبت به جاهای دیگر که باهمین مبلغ و حتی کمتر هم هست بود در کل کیفیت خوبی نداشت باسپاس,0,94,حجم خیلی نسبت به جاهای دیگر که باهمین مبلغ و حتی کمتر هم هست بود در کل کیفیت خوبی نداشت باسپاس
کلا دو عدد سیب‌زمینی بزرگ بود که کاربردش کمه!,1,45,کلا دو عدد سیبزمینی بزرگ بود که کاربردش کمه
مقدار جوجه نسبت به گذشته به طرز قابل توجهی کاهش پیدا کرده.,0,58,مقدار جوجه نسبت به گذشته به طرز قابل توجهی کاهش پیدا کرده
وقتی سبزیجات می‌خوریم باید حس بشه، ولی این سری مزه پنیرش خیلی قالب بود,1,70,وقتی سبزیجات میخوریم باید حس بشه ولی این سری مزه پنیرش خیلی قالب بود
فیله استریپس بسیاد خوشمزه بود اما با همین قیمت‌ها جاهای دیگه ۴ تیکه فیله میزارن اما این سه تیکه بود,1,99,فیله استریپس بسیاد خوشمزه بود اما با همین قیمتها جاهای دیگه  تیکه فیله میزارن اما این سه تیکه بود
برنج با کیفیت کاملا معمولی و جوجه هم معمولی معمولی چنین انتظاری از نایب نمی‌رفت غذایش با رستورانهای ارزان فرقی نمی‌کرد,1,118,برنج با کیفیت کاملا معمولی و جوجه هم معمولی معمولی چنین انتظاری از نایب نمیرفت غذایش با رستورانهای ارزان فرقی نمیکرد
کیفیت کوبیده‌اش افت کرده.,1,25,کیفیت کوبیدهاش افت کرده
کیفیت غذاها بسیار معمولی بود در عین حال بسیار گران با تاخیر بسیار زیاد,0,70,کیفیت غذاها بسیار معمولی بود در عین حال بسیار گران با تاخیر بسیار زیاد
عالی و خیلی به موقع,1,19,عالی و خیلی به موقع
